SentenceID,Category_UZ,Category_EN,Word,Segmented,Stem,Lemma,Feautures
819,Qonunchilik,Law,harakatini,harakat/ini,harakat,harakat,"[{'word': 'harakatini', 'stem': 'harakat', 'lemma': 'harakat', 'pos': 'NOUN', 'id': '171', 'affix': '(S)ini', 'affixed': 'ini', 'possession': '3', 'cases': 'Accusative'}]"
819,Qonunchilik,Law,rivojlantirish,rivojlan/tirish,rivojlan,rivojlan,"[{'word': 'rivojlantirish', 'stem': 'rivojlan', 'lemma': 'rivojlan', 'pos': 'VERB', 'id': '1324', 'affix': '(t)Tirish', 'affixed': 'tirish'}]"
819,Qonunchilik,Law,jamgarmasi,jamgarma/si,jamgarma,jamgarma,"[{'word': 'jamgarmasi', 'stem': 'jamgarma', 'lemma': 'jamgarma', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'si', 'possession': '3'}]"
819,Qonunchilik,Law,mablaglarini,mablag/larini,mablag,mablag,"[{'word': 'mablaglarini', 'stem': 'mablag', 'lemma': 'mablag', 'pos': 'NOUN', 'id': '27', 'affix': 'larini', 'affixed': 'larini', 'possession': '3', 'cases': 'Accusative', 'plural': True}]"
819,Qonunchilik,Law,shakllantirish,shakllan/tirish,shakllan,shakllan,"[{'word': 'shakllantirish', 'stem': 'shakllan', 'lemma': 'shakllan', 'pos': 'VERB', 'id': '1324', 'affix': '(t)Tirish', 'affixed': 'tirish'}]"
819,Qonunchilik,Law,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
819,Qonunchilik,Law,ulardan,u/lardan,u,u,"[{'word': 'ulardan', 'stem': 'u', 'lemma': 'u', 'pos': 'NOUN', 'id': '12', 'affix': 'lardan', 'affixed': 'lardan', 'cases': 'Ablative', 'plural': True}]"
819,Qonunchilik,Law,foydalanish,foydalan/ish,foydalan,foydalan,"[{'word': 'foydalanish', 'stem': 'foydalan', 'lemma': 'foydalan', 'pos': 'ADJ', 'id': '1755', 'affix': '(i)sh', 'affixed': 'ish'}, {'word': 'foydalanish', 'stem': 'foydalan', 'lemma': 'foydalan', 'pos': 'VERB', 'id': '478', 'affix': '(i)sh', 'affixed': 'ish'}]"
819,Qonunchilik,Law,tartibi,tartib/i,tartib,tartib,"[{'word': 'tartibi', 'stem': 'tartib', 'lemma': 'tartib', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
819,Qonunchilik,Law,togrisidagi,togri/sidagi,togri,togri,"[{'word': 'togrisidagi', 'stem': 'togri', 'lemma': 'togri', 'pos': 'NOUN', 'id': '684', 'affix': '(S)idagi', 'affixed': 'sidagi', 'possession': '3'}]"
819,Qonunchilik,Law,nizomni,nizom/ni,nizom,nizom,"[{'word': 'nizomni', 'stem': 'nizom', 'lemma': 'nizom', 'pos': 'NOUN', 'id': '23', 'affix': 'ni', 'affixed': 'ni', 'cases': 'Accusative', 'singular': True}]"
819,Qonunchilik,Law,tasdiqlash,tasdiqla/sh,tasdiqla,tasdiqla,"[{'word': 'tasdiqlash', 'stem': 'tasdiqla', 'lemma': 'tasdiqla', 'pos': 'ADJ', 'id': '1755', 'affix': '(i)sh', 'affixed': 'sh'}, {'word': 'tasdiqlash', 'stem': 'tasdiqla', 'lemma': 'tasdiqla', 'pos': 'VERB', 'id': '478', 'affix': '(i)sh', 'affixed': 'sh'}]"
819,Qonunchilik,Law,haqida,haqida/,haqida,haqida,"[{'word': 'haqida', 'stem': 'haqida', 'lemma': 'haqida', 'pos': 'ADP'}]"
819,Qonunchilik,Law,gi,gi/,gi,gi,"[{'word': 'gi', 'stem': 'gi', 'lemma': 'gi', 'pos': 'Undefined'}]"
819,Qonunchilik,Law,son,son/,son,son,"[{'word': 'son', 'stem': 'son', 'lemma': 'son', 'pos': 'Undefined'}]"
819,Qonunchilik,Law,qarori,qaror/i,qaror,qaror,"[{'word': 'qarori', 'stem': 'qaror', 'lemma': 'qaror', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
819,Qonunchilik,Law,qabul,qabul/,qabul,qabul,"[{'word': 'qabul', 'stem': 'qabul', 'lemma': 'qabul', 'pos': 'VERB'}, {'word': 'qabul', 'stem': 'qabu', 'lemma': 'qabu', 'pos': 'VERB', 'id': '710', 'affix': '(i)l', 'affixed': 'l', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite'}]"
819,Qonunchilik,Law,qilindi,qil/indi,qil,qil,"[{'word': 'qilindi', 'stem': 'qil', 'lemma': 'qil', 'pos': 'VERB', 'id': '529', 'affix': '(i)ndi', 'affixed': 'indi', 'tense': 'Past', 'impulsion': 'Message'}]"
820,Qonunchilik,Law,prezidentning,prezident/ning,prezident,prezident,"[{'word': 'prezidentning', 'stem': 'prezident', 'lemma': 'prezident', 'pos': 'NOUN', 'id': '24', 'affix': 'ning', 'affixed': 'ning', 'cases': 'Genitive', 'singular': True}, {'word': 'prezidentning', 'stem': 'prezident', 'lemma': 'prezident', 'pos': 'PRN', 'id': '1781', 'affix': 'ning', 'affixed': 'ning', 'cases': 'Genitive'}]"
820,Qonunchilik,Law,vatan,vatan/,vatan,vatan,"[{'word': 'vatan', 'stem': 'vatan', 'lemma': 'vatan', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,tayanchi,taya/nchi,taya,taya,"[{'word': 'tayanchi', 'stem': 'taya', 'lemma': 'taya', 'pos': 'NUM', 'id': '388', 'affix': '(i)nchi', 'affixed': 'nchi'}]"
820,Qonunchilik,Law,bolalar,bola/lar,bola,bola,"[{'word': 'bolalar', 'stem': 'bola', 'lemma': 'bola', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
820,Qonunchilik,Law,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
820,Qonunchilik,Law,osmirlar,osmir/lar,osmir,osmir,"[{'word': 'osmirlar', 'stem': 'osmir', 'lemma': 'osmir', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
820,Qonunchilik,Law,harbiy,harbiy/,harbiy,harbiy,"[{'word': 'harbiy', 'stem': 'harbiy', 'lemma': 'harbiy', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,vatanparvarlik,vatanparvarlik/,vatanparvarlik,vatanparvarlik,"[{'word': 'vatanparvarlik', 'stem': 'vatanparvarlik', 'lemma': 'vatanparvarlik', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,harakati,harakat/i,harakat,harakat,"[{'word': 'harakati', 'stem': 'harakat', 'lemma': 'harakat', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
820,Qonunchilik,Law,faoliyatini,faoliyat/ini,faoliyat,faoliyat,"[{'word': 'faoliyatini', 'stem': 'faoliyat', 'lemma': 'faoliyat', 'pos': 'NOUN', 'id': '171', 'affix': '(S)ini', 'affixed': 'ini', 'possession': '3', 'cases': 'Accusative'}]"
820,Qonunchilik,Law,tashkil,tashkil/,tashkil,tashkil,"[{'word': 'tashkil', 'stem': 'tashkil', 'lemma': 'tashkil', 'pos': 'VERB'}, {'word': 'tashkil', 'stem': 'tashki', 'lemma': 'tashki', 'pos': 'VERB', 'id': '710', 'affix': '(i)l', 'affixed': 'l', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite'}]"
820,Qonunchilik,Law,etish,et/ish,et,et,"[{'word': 'etish', 'stem': 'et', 'lemma': 'et', 'pos': 'ADJ', 'id': '1755', 'affix': '(i)sh', 'affixed': 'ish'}, {'word': 'etish', 'stem': 'et', 'lemma': 'et', 'pos': 'VERB', 'id': '478', 'affix': '(i)sh', 'affixed': 'ish'}]"
820,Qonunchilik,Law,togrisida,togri/sida,togri,togri,"[{'word': 'togrisida', 'stem': 'togri', 'lemma': 'togri', 'pos': 'NOUN', 'id': '173', 'affix': '(S)ida', 'affixed': 'sida', 'possession': '3', 'cases': 'Locative'}]"
820,Qonunchilik,Law,yil,yil/,yil,yil,"[{'word': 'yil', 'stem': 'yil', 'lemma': 'yil', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,martdagi,mart/dagi,mart,mart,"[{'word': 'martdagi', 'stem': 'mart', 'lemma': 'mart', 'pos': 'VERB', 'id': '165', 'affix': 'dagi', 'affixed': 'dagi'}]"
820,Qonunchilik,Law,pq,pq/,pq,pq,"[{'word': 'pq', 'stem': 'pq', 'lemma': 'pq', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,son,son/,son,son,"[{'word': 'son', 'stem': 'son', 'lemma': 'son', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,qarori,qaror/i,qaror,qaror,"[{'word': 'qarori', 'stem': 'qaror', 'lemma': 'qaror', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
820,Qonunchilik,Law,bilan,bilan/,bilan,bilan,"[{'word': 'bilan', 'stem': 'bilan', 'lemma': 'bilan', 'pos': 'ADP'}]"
820,Qonunchilik,Law,vatan,vatan/,vatan,vatan,"[{'word': 'vatan', 'stem': 'vatan', 'lemma': 'vatan', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,tayanchi,taya/nchi,taya,taya,"[{'word': 'tayanchi', 'stem': 'taya', 'lemma': 'taya', 'pos': 'NUM', 'id': '388', 'affix': '(i)nchi', 'affixed': 'nchi'}]"
820,Qonunchilik,Law,bolalar,bola/lar,bola,bola,"[{'word': 'bolalar', 'stem': 'bola', 'lemma': 'bola', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
820,Qonunchilik,Law,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
820,Qonunchilik,Law,osmirlar,osmir/lar,osmir,osmir,"[{'word': 'osmirlar', 'stem': 'osmir', 'lemma': 'osmir', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
820,Qonunchilik,Law,harbiy,harbiy/,harbiy,harbiy,"[{'word': 'harbiy', 'stem': 'harbiy', 'lemma': 'harbiy', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,vatanparvarlik,vatanparvarlik/,vatanparvarlik,vatanparvarlik,"[{'word': 'vatanparvarlik', 'stem': 'vatanparvarlik', 'lemma': 'vatanparvarlik', 'pos': 'Undefined'}]"
820,Qonunchilik,Law,harakatini,harakat/ini,harakat,harakat,"[{'word': 'harakatini', 'stem': 'harakat', 'lemma': 'harakat', 'pos': 'NOUN', 'id': '171', 'affix': '(S)ini', 'affixed': 'ini', 'possession': '3', 'cases': 'Accusative'}]"
820,Qonunchilik,Law,rivojlantirish,rivojlan/tirish,rivojlan,rivojlan,"[{'word': 'rivojlantirish', 'stem': 'rivojlan', 'lemma': 'rivojlan', 'pos': 'VERB', 'id': '1324', 'affix': '(t)Tirish', 'affixed': 'tirish'}]"
820,Qonunchilik,Law,jamgarmasi,jamgarma/si,jamgarma,jamgarma,"[{'word': 'jamgarmasi', 'stem': 'jamgarma', 'lemma': 'jamgarma', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'si', 'possession': '3'}]"
820,Qonunchilik,Law,tashkil,tashkil/,tashkil,tashkil,"[{'word': 'tashkil', 'stem': 'tashkil', 'lemma': 'tashkil', 'pos': 'VERB'}, {'word': 'tashkil', 'stem': 'tashki', 'lemma': 'tashki', 'pos': 'VERB', 'id': '710', 'affix': '(i)l', 'affixed': 'l', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite'}]"
820,Qonunchilik,Law,etilgan,et/ilgan,et,et,"[{'word': 'etilgan', 'stem': 'et', 'lemma': 'et', 'pos': 'VERB', 'id': '828', 'affix': '(i)lgan', 'affixed': 'ilgan', 'tense': 'Past', 'person': '3', 'verb_func': 'Participle'}, {'word': 'etilgan', 'stem': 'et', 'lemma': 'et', 'pos': 'VERB', 'id': '1604', 'affix': 'ilgan', 'affixed': 'ilgan'}]"
821,Qonunchilik,Law,nizom,nizom/,nizom,nizom,"[{'word': 'nizom', 'stem': 'nizom', 'lemma': 'nizom', 'pos': 'Undefined'}]"
821,Qonunchilik,Law,bilan,bilan/,bilan,bilan,"[{'word': 'bilan', 'stem': 'bilan', 'lemma': 'bilan', 'pos': 'ADP'}]"
821,Qonunchilik,Law,jamgarma,jamgar/ma,jamgar,jamgar,"[{'word': 'jamgarma', 'stem': 'jamgar', 'lemma': 'jamgar', 'pos': 'VERB', 'id': '138', 'affix': 'ma', 'affixed': 'ma', 'impulsion': 'Imperative', 'negative': True}]"
821,Qonunchilik,Law,mablaglarini,mablag/larini,mablag,mablag,"[{'word': 'mablaglarini', 'stem': 'mablag', 'lemma': 'mablag', 'pos': 'NOUN', 'id': '27', 'affix': 'larini', 'affixed': 'larini', 'possession': '3', 'cases': 'Accusative', 'plural': True}]"
821,Qonunchilik,Law,shakllantirish,shakllan/tirish,shakllan,shakllan,"[{'word': 'shakllantirish', 'stem': 'shakllan', 'lemma': 'shakllan', 'pos': 'VERB', 'id': '1324', 'affix': '(t)Tirish', 'affixed': 'tirish'}]"
821,Qonunchilik,Law,manbalari,manba/lari,manba,manba,"[{'word': 'manbalari', 'stem': 'manba', 'lemma': 'manba', 'pos': 'NOUN', 'id': '14', 'affix': 'lari', 'affixed': 'lari', 'possession': '3', 'plural': True}]"
821,Qonunchilik,Law,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
821,Qonunchilik,Law,ulardan,u/lardan,u,u,"[{'word': 'ulardan', 'stem': 'u', 'lemma': 'u', 'pos': 'NOUN', 'id': '12', 'affix': 'lardan', 'affixed': 'lardan', 'cases': 'Ablative', 'plural': True}]"
821,Qonunchilik,Law,foydalanish,foydalan/ish,foydalan,foydalan,"[{'word': 'foydalanish', 'stem': 'foydalan', 'lemma': 'foydalan', 'pos': 'ADJ', 'id': '1755', 'affix': '(i)sh', 'affixed': 'ish'}, {'word': 'foydalanish', 'stem': 'foydalan', 'lemma': 'foydalan', 'pos': 'VERB', 'id': '478', 'affix': '(i)sh', 'affixed': 'ish'}]"
821,Qonunchilik,Law,tartibi,tartib/i,tartib,tartib,"[{'word': 'tartibi', 'stem': 'tartib', 'lemma': 'tartib', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
821,Qonunchilik,Law,belgilandi,belgila/ndi,belgila,belgila,"[{'word': 'belgilandi', 'stem': 'belgila', 'lemma': 'belgila', 'pos': 'VERB', 'id': '529', 'affix': '(i)ndi', 'affixed': 'ndi', 'tense': 'Past', 'impulsion': 'Message'}]"
822,Qonunchilik,Law,jamgarma,jamgar/ma,jamgar,jamgar,"[{'word': 'jamgarma', 'stem': 'jamgar', 'lemma': 'jamgar', 'pos': 'VERB', 'id': '138', 'affix': 'ma', 'affixed': 'ma', 'impulsion': 'Imperative', 'negative': True}]"
822,Qonunchilik,Law,mablaglari,mablag/lari,mablag,mablag,"[{'word': 'mablaglari', 'stem': 'mablag', 'lemma': 'mablag', 'pos': 'NOUN', 'id': '14', 'affix': 'lari', 'affixed': 'lari', 'possession': '3', 'plural': True}]"
822,Qonunchilik,Law,kuyidagilar,kuyidagi/lar,kuyidagi,kuyidagi,"[{'word': 'kuyidagilar', 'stem': 'kuyidagi', 'lemma': 'kuyidagi', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
822,Qonunchilik,Law,hisobiga,hisob/iga,hisob,hisob,"[{'word': 'hisobiga', 'stem': 'hisob', 'lemma': 'hisob', 'pos': 'NOUN', 'id': '169', 'affix': '(S)iga', 'affixed': 'iga', 'possession': '3', 'cases': 'Dative'}]"
822,Qonunchilik,Law,shakllantiriladi,shakllantir/iladi,shakllantir,shakllantir,"[{'word': 'shakllantiriladi', 'stem': 'shakllantir', 'lemma': 'shakllantir', 'pos': 'VERB', 'id': '1584', 'affix': '(i)ladi', 'affixed': 'iladi', 'tense': 'Future', 'person': '3', 'verb_func': 'Finite', 'impulsion': 'Message'}]"
822,Qonunchilik,Law,jamgarma,jamgar/ma,jamgar,jamgar,"[{'word': 'jamgarma', 'stem': 'jamgar', 'lemma': 'jamgar', 'pos': 'VERB', 'id': '138', 'affix': 'ma', 'affixed': 'ma', 'impulsion': 'Imperative', 'negative': True}]"
822,Qonunchilik,Law,mablaglarni,mablag/larni,mablag,mablag,"[{'word': 'mablaglarni', 'stem': 'mablag', 'lemma': 'mablag', 'pos': 'NOUN', 'id': '20', 'affix': 'larni', 'affixed': 'larni', 'cases': 'Accusative', 'plural': True}]"
822,Qonunchilik,Law,quyidagilarga,quyidagi/larga,quyidagi,quyidagi,"[{'word': 'quyidagilarga', 'stem': 'quyidagi', 'lemma': 'quyidagi', 'pos': 'NOUN', 'id': '13', 'affix': 'larga', 'affixed': 'larga', 'cases': 'Dative', 'plural': True}]"
822,Qonunchilik,Law,sarflash,sarfla/sh,sarfla,sarfla,"[{'word': 'sarflash', 'stem': 'sarfla', 'lemma': 'sarfla', 'pos': 'ADJ', 'id': '1755', 'affix': '(i)sh', 'affixed': 'sh'}, {'word': 'sarflash', 'stem': 'sarfla', 'lemma': 'sarfla', 'pos': 'VERB', 'id': '478', 'affix': '(i)sh', 'affixed': 'sh'}]"
822,Qonunchilik,Law,huquqiga,huquq/iga,huquq,huquq,"[{'word': 'huquqiga', 'stem': 'huquq', 'lemma': 'huquq', 'pos': 'NOUN', 'id': '169', 'affix': '(S)iga', 'affixed': 'iga', 'possession': '3', 'cases': 'Dative'}]"
822,Qonunchilik,Law,ega,ega/,ega,ega,"[{'word': 'ega', 'stem': 'ega', 'lemma': 'ega', 'pos': 'Undefined'}]"
822,Qonunchilik,Law,hujjat,hujjat/,hujjat,hujjat,"[{'word': 'hujjat', 'stem': 'hujjat', 'lemma': 'hujjat', 'pos': 'Undefined'}]"
822,Qonunchilik,Law,qonun,qonun/,qonun,qonun,"[{'word': 'qonun', 'stem': 'qonun', 'lemma': 'qonun', 'pos': 'Undefined'}]"
822,Qonunchilik,Law,hujjatlari,hujjat/lari,hujjat,hujjat,"[{'word': 'hujjatlari', 'stem': 'hujjat', 'lemma': 'hujjat', 'pos': 'NOUN', 'id': '14', 'affix': 'lari', 'affixed': 'lari', 'possession': '3', 'plural': True}]"
822,Qonunchilik,Law,ma,ma/,ma,ma,"[{'word': 'ma', 'stem': 'ma', 'lemma': 'ma', 'pos': 'Undefined'}]"
822,Qonunchilik,Law,lumotlari,lumot/lari,lumot,lumot,"[{'word': 'lumotlari', 'stem': 'lumot', 'lemma': 'lumot', 'pos': 'NOUN', 'id': '14', 'affix': 'lari', 'affixed': 'lari', 'possession': '3', 'plural': True}]"
822,Qonunchilik,Law,milliy,milliy/,milliy,milliy,"[{'word': 'milliy', 'stem': 'milliy', 'lemma': 'milliy', 'pos': 'Undefined'}]"
822,Qonunchilik,Law,bazasida,baza/sida,baza,baza,"[{'word': 'bazasida', 'stem': 'baza', 'lemma': 'baza', 'pos': 'NOUN', 'id': '173', 'affix': '(S)ida', 'affixed': 'sida', 'possession': '3', 'cases': 'Locative'}]"
822,Qonunchilik,Law,e,e/,e,e,"[{'word': 'e', 'stem': 'e', 'lemma': 'e', 'pos': 'Undefined'}]"
822,Qonunchilik,Law,lon,lon/,lon,lon,"[{'word': 'lon', 'stem': 'lon', 'lemma': 'lon', 'pos': 'Undefined'}]"
822,Qonunchilik,Law,qilingan,qil/ingan,qil,qil,"[{'word': 'qilingan', 'stem': 'qil', 'lemma': 'qil', 'pos': 'VERB', 'id': '530', 'affix': '(i)ngan', 'affixed': 'ingan'}]"
822,Qonunchilik,Law,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
824,Qonunchilik,Law,yildan,yil/dan,yil,yil,"[{'word': 'yildan', 'stem': 'yil', 'lemma': 'yil', 'pos': 'VERB', 'id': '8', 'affix': 'dan', 'affixed': 'dan'}]"
824,Qonunchilik,Law,kuchga,kuch/ga,kuch,kuch,"[{'word': 'kuchga', 'stem': 'kuch', 'lemma': 'kuch', 'pos': 'VERB', 'id': '6', 'affix': 'Ga', 'affixed': 'ga'}]"
824,Qonunchilik,Law,kirdi,kir/di,kir,kir,"[{'word': 'kirdi', 'stem': 'kir', 'lemma': 'kir', 'pos': 'VERB', 'id': '299', 'affix': 'di', 'affixed': 'di', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite', 'impulsion': 'Message'}]"
825,Qonunchilik,Law,saodat,saodat/,saodat,saodat,"[{'word': 'saodat', 'stem': 'saodat', 'lemma': 'saodat', 'pos': 'Undefined'}]"
825,Qonunchilik,Law,usmanova,usmanova/,usmanova,usmanova,"[{'word': 'usmanova', 'stem': 'usmanova', 'lemma': 'usmanova', 'pos': 'Undefined'}]"
826,Qonunchilik,Law,mahalliy,mahalliy/,mahalliy,mahalliy,"[{'word': 'mahalliy', 'stem': 'mahalliy', 'lemma': 'mahalliy', 'pos': 'Undefined'}]"
826,Qonunchilik,Law,oavni,oav/ni,oav,oav,"[{'word': 'oavni', 'stem': 'oav', 'lemma': 'oav', 'pos': 'NOUN', 'id': '23', 'affix': 'ni', 'affixed': 'ni', 'cases': 'Accusative', 'singular': True}]"
826,Qonunchilik,Law,qoï¿½ï¿,qoï¿½ï¿½,qoï¿,qoï¿,"[{'word': 'qoï¿½ï¿½ï¿½llab', 'stem': 'qoï¿½ï¿½ï¿½l', 'lemma': 'qoï¿½ï¿½ï¿½l', 'pos': 'ADV', 'id': '1643', 'affix': 'lab', 'affixed': 'lab'}, {'word': 'qoï¿½ï¿½ï¿½llab', 'stem': 'qoï¿½ï¿½ï¿½l', 'lemma': 'qoï¿½ï¿½ï¿½l', 'pos': 'NUM',"
826,Qonunchilik,Law,quvvatlash,quvvatla/sh,quvvatla,quvvatla,"[{'word': 'quvvatlash', 'stem': 'quvvatla', 'lemma': 'quvvatla', 'pos': 'ADJ', 'id': '1755', 'affix': '(i)sh', 'affixed': 'sh'}, {'word': 'quvvatlash', 'stem': 'quvvatla', 'lemma': 'quvvatla', 'pos': 'VERB', 'id': '478', 'affix': '(i)sh', 'affixed': 'sh'}]"
826,Qonunchilik,Law,chora,chora/,chora,chora,"[{'word': 'chora', 'stem': 'chora', 'lemma': 'chora', 'pos': 'Undefined'}]"
826,Qonunchilik,Law,tadbirlari,tadbir/lari,tadbir,tadbir,"[{'word': 'tadbirlari', 'stem': 'tadbir', 'lemma': 'tadbir', 'pos': 'NOUN', 'id': '14', 'affix': 'lari', 'affixed': 'lari', 'possession': '3', 'plural': True}]"
826,Qonunchilik,Law,tasdiqlandi,tasdiqla/ndi,tasdiqla,tasdiqla,"[{'word': 'tasdiqlandi', 'stem': 'tasdiqla', 'lemma': 'tasdiqla', 'pos': 'VERB', 'id': '529', 'affix': '(i)ndi', 'affixed': 'ndi', 'tense': 'Past', 'impulsion': 'Message'}]"
827,Qonunchilik,Law,prezidentning,prezident/ning,prezident,prezident,"[{'word': 'prezidentning', 'stem': 'prezident', 'lemma': 'prezident', 'pos': 'NOUN', 'id': '24', 'affix': 'ning', 'affixed': 'ning', 'cases': 'Genitive', 'singular': True}, {'word': 'prezidentning', 'stem': 'prezident', 'lemma': 'prezident', 'pos': 'PRN', 'id': '1781', 'affix': 'ning', 'affixed': 'ning', 'cases': 'Genitive'}]"
829,Qonunchilik,Law,yildagi,yil/dagi,yil,yil,"[{'word': 'yildagi', 'stem': 'yil', 'lemma': 'yil', 'pos': 'VERB', 'id': '165', 'affix': 'dagi', 'affixed': 'dagi'}]"
829,Qonunchilik,Law,ommaviy,ommaviy/,ommaviy,ommaviy,"[{'word': 'ommaviy', 'stem': 'ommaviy', 'lemma': 'ommaviy', 'pos': 'Undefined'}]"
829,Qonunchilik,Law,vositalarini,vosita/larini,vosita,vosita,"[{'word': 'vositalarini', 'stem': 'vosita', 'lemma': 'vosita', 'pos': 'NOUN', 'id': '27', 'affix': 'larini', 'affixed': 'larini', 'possession': '3', 'cases': 'Accusative', 'plural': True}]"
829,Qonunchilik,Law,qoï¿½ï¿,qoï¿½ï¿½,qoï¿,qoï¿,"[{'word': 'qoï¿½ï¿½ï¿½llab', 'stem': 'qoï¿½ï¿½ï¿½l', 'lemma': 'qoï¿½ï¿½ï¿½l', 'pos': 'ADV', 'id': '1643', 'affix': 'lab', 'affixed': 'lab'}, {'word': 'qoï¿½ï¿½ï¿½llab', 'stem': 'qoï¿½ï¿½ï¿½l', 'lemma': 'qoï¿½ï¿½ï¿½l', 'pos': 'NUM',"
829,Qonunchilik,Law,quvvatlash,quvvatla/sh,quvvatla,quvvatla,"[{'word': 'quvvatlash', 'stem': 'quvvatla', 'lemma': 'quvvatla', 'pos': 'ADJ', 'id': '1755', 'affix': '(i)sh', 'affixed': 'sh'}, {'word': 'quvvatlash', 'stem': 'quvvatla', 'lemma': 'quvvatla', 'pos': 'VERB', 'id': '478', 'affix': '(i)sh', 'affixed': 'sh'}]"
829,Qonunchilik,Law,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
829,Qonunchilik,Law,jurnalistika,jurnalistika/,jurnalistika,jurnalistika,"[{'word': 'jurnalistika', 'stem': 'jurnalistika', 'lemma': 'jurnalistika', 'pos': 'Undefined'}]"
829,Qonunchilik,Law,sohasini,soha/sini,soha,soha,"[{'word': 'sohasini', 'stem': 'soha', 'lemma': 'soha', 'pos': 'NOUN', 'id': '171', 'affix': '(S)ini', 'affixed': 'sini', 'possession': '3', 'cases': 'Accusative'}]"
829,Qonunchilik,Law,rivojlantirish,rivojlan/tirish,rivojlan,rivojlan,"[{'word': 'rivojlantirish', 'stem': 'rivojlan', 'lemma': 'rivojlan', 'pos': 'VERB', 'id': '1324', 'affix': '(t)Tirish', 'affixed': 'tirish'}]"
829,Qonunchilik,Law,chora,chora/,chora,chora,"[{'word': 'chora', 'stem': 'chora', 'lemma': 'chora', 'pos': 'Undefined'}]"
829,Qonunchilik,Law,tadbirlari,tadbir/lari,tadbir,tadbir,"[{'word': 'tadbirlari', 'stem': 'tadbir', 'lemma': 'tadbir', 'pos': 'NOUN', 'id': '14', 'affix': 'lari', 'affixed': 'lari', 'possession': '3', 'plural': True}]"
829,Qonunchilik,Law,toï¿½ï¿½ï¿½,toï¿½ï¿½ï¿½g,toï¿½ï¿,toï¿½ï¿,"[{'word': 'toï¿½ï¿½ï¿½gï¿½ï¿½ï¿½risida', 'stem': 'toï¿½ï¿½ï¿½gï¿½ï¿½ï¿½ri', 'lemma': 'toï¿½ï¿½ï¿½gï¿½ï¿½ï¿½ri', 'pos': 'NOUN', 'id': '173', 'affix': '(S)ida', 'affixed': "
829,Qonunchilik,Law,gi,gi/,gi,gi,"[{'word': 'gi', 'stem': 'gi', 'lemma': 'gi', 'pos': 'Undefined'}]"
829,Qonunchilik,Law,qarori,qaror/i,qaror,qaror,"[{'word': 'qarori', 'stem': 'qaror', 'lemma': 'qaror', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
829,Qonunchilik,Law,qabul,qabul/,qabul,qabul,"[{'word': 'qabul', 'stem': 'qabul', 'lemma': 'qabul', 'pos': 'VERB'}, {'word': 'qabul', 'stem': 'qabu', 'lemma': 'qabu', 'pos': 'VERB', 'id': '710', 'affix': '(i)l', 'affixed': 'l', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite'}]"
